id,deskripsi_laporan,jenis_infrastruktur,kota_administrasi,tingkat_kerusakan,date_laporan
193,Beberapa tanaman di taman Jalan Warung Buncit layu perlu disiram,Taman,Jakarta Pusat,Ringan,2025-01-28 13:52:31
194,Kerusakan drainase di Jalan Daan Mogot menyebabkan banjir bandang kecil,Drainase,Jakarta Selatan,Berat,2025-02-14 11:40:57
195,Rel pagar jembatan di Jalan Sudirman berkarat perlu perawatan,Jembatan,Jakarta Selatan,Ringan,2025-08-23 04:27:11
196,Satu bundel kabel fiber di Jalan Kebon Jeruk terlepas dari pengikat tiang,Kabel Fiber,Jakarta Timur,Ringan,2025-12-17 20:17:39
197,Instalasi kabel fiber Jalan Casablanca hancur total akibat tertimpa pohon besar tumbang,Kabel Fiber,Jakarta Barat,Berat,2025-09-25 15:29:27
198,Instalasi kabel fiber Jalan Hayam Wuruk hancur total akibat tertimpa pohon besar tumbang,Kabel Fiber,Jakarta Selatan,Berat,2025-12-19 08:20:54
199,Kondisi jembatan Jalan Sudirman kritis hampir tidak layak digunakan darurat mutlak warga sekitar sudah mengeluh,Jembatan,Jakarta Utara,Berat,2025-04-27 02:17:56
200,Tiang lampu jln di Jalan Mangga Dua miring cukup parah perlu segera diperbaiki,Lampu Jalan,Kepulauan Seribu,Sedang,2025-08-08 14:36:39
201,Badan jalan Jalan Gajah Mada ambles sangat berbahaya terutama malam hari,Jalan,Jakarta Barat,Berat,2025-11-13 10:01:31
202,Kabel fiber di Jalan TB Simatupang sedikit kendur perlu dikencangkan,Kabel Fiber,Jakarta Timur,Ringan,2025-06-06 15:13:22
203,Permukaan jembatan Gang Anggrek mulai kasar dan tidak rata,Jembatan,Kepulauan Seribu,Ringan,2025-05-11 08:56:38
204,Lampu jalan Jalan Sisingamangaraja mati pada jam tertentu saja,Lampu Jalan,Kepulauan Seribu,Ringan,2025-12-29 08:35:00
205,Lampu jalan Jalan Haji Nawi mati pada jam tertentu saja,Lampu Jalan,Kepulauan Seribu,Ringan,2025-09-07 02:15:46
206,Got di Gang Mawar mulai penuh lumpur perlu dikeruk mohon segera ditindaklanjuti,Drainase,Jakarta Selatan,Ringan,2025-07-16 17:48:15
207,Taman Jalan Gunung Sahari hancur dan perlu dibangun ulang dari awal,Taman,Jakarta Selatan,Berat,2025-12-16 20:45:31
208,Instalasi kabel fiber di Jalan Pluit rusak dan mengganggu layanan,Kabel Fiber,Jakarta Utara,Sedang,2025-08-26 00:05:18
209,Penyangga jembatan Jalan Daan Mogot terlihat retak perlu inspeksi,Jembatan,Jakarta Selatan,Sedang,2025-04-13 22:15:19
210,Kerusakan trotoar Jalan Muara Baru sangat parah ada lubang besar mengancam keselamatan,Trotoar,Jakarta Barat,Berat,2025-11-19 11:30:35
211,Drainase  Jalan  Raya  Pasar  Minggu  tersumbat  menyebabkan  genangan  air  saat  hujan,Drainase,Kepulauan Seribu,Sedang,2025-09-12 13:47:35
212,Drainase Jalan Gatot Subroto jebol menyebabkan banjir parah di pemukiman warga,Drainase,Jakarta Barat,Berat,2025-06-12 22:29:17
213,Kabel fiber Jalan Gajah Mada putus dan terurai berbahaya berpotensi menyetrum warga,Kabel Fiber,Jakarta Utara,Berat,2025-05-09 07:07:46
214,Jembatan Jalan Mangga Dua patah di bagian tengah sangat berbahaya darurat,Jembatan,Jakarta Timur,Berat,2025-04-11 03:47:34
215,Area Jalan Panjang gelap gulita karena banyak lampu jalan mati,Lampu Jalan,Jakarta Utara,Sedang,2025-12-06 06:13:47
216,Kabel fiber Jalan Rasuna Said sedikit terkelupas di bagian sambungan,Kabel Fiber,Kepulauan Seribu,Ringan,2025-08-09 23:37:48
217,Kondisi taman Jalan Otista sangat memperihatinkan rusak total perlu penanganan segera,Taman,Jakarta Barat,Berat,2025-09-20 09:06:53
218,Paving trotoar Jalan Raya Kembangan warnanya pudar perlu perawatan samping pom bensin,Trotoar,Jakarta Selatan,Ringan,2025-04-10 07:23:11
219,Kabel fiber Gang Anggrek melendut ke bawah perlu dirapikan,Kabel Fiber,Kepulauan Seribu,Ringan,2025-05-01 22:34:08
220,Permukaan trotoar Jalan Fatmawati sedikit tidak rata,Trotoar,Jakarta Barat,Ringan,2025-05-02 01:35:18
221,Jembatan Jalan Mangga Dua hampir roboh sagnat mengancam keselamatan jiwa tolong segera ditangani,Jembatan,Jakarta Timur,Berat,2025-12-31 04:40:55
222,Pondasi jembatan Gang Mawar amblas darurat harus segera dievakuasi,Jembatan,Jakarta Pusat,Berat,2025-08-04 00:36:18
223,Kabel fiber jl Pluit sedikit terkelupas di bagian sambungan,Kabel Fiber,Jakarta Selatan,Ringan,2025-08-16 14:21:11
224,Badan jalan Jalan Meruya ambles sangat berbahaya terutama malam hari,Jalan,Jakarta Utara,Berat,2025-01-09 15:07:52
225,Jembatan Jalan Cengkareng ada sedikit getaran saat dilalui kendaraan berat,Jembatan,Jakarta Utara,Ringan,2025-02-13 15:04:36
226,Jalur pejalan kaki di taman Jalan Pramuka rusak dan berlubang,Taman,Jakarta Utara,Sedang,2025-11-22 01:09:09
227,Jalur kabel fiber di Jalan Pramuka tidak tertata dengan baik,Kabel Fiber,Jakarta Selatan,Ringan,2025-10-31 09:05:15
228,Lampu jalan di gang Jalan Raya Kembangan kurang terang perlu perhatian,Lampu Jalan,Kepulauan Seribu,Ringan,2025-02-18 13:38:38
229,Paving trotoar Jalan Raya Kembangan warnanya pudar perlu perawatan mohon segera ditindaklanjuti,Trotoar,Kepulauan Seribu,Ringan,2025-10-08 16:24:28
230,Jembatan Jalan Panjang ada sedikit getaran saat dilalui kendaraan berat,Jembatan,Jakarta Selatan,Ringan,2025-08-10 18:27:19
231,Trotoar Jalan Raya Kembangan banyak ubin pecah sangat tidak nyaman dilalui,Trotoar,Kepulauan Seribu,Sedang,2025-10-20 01:39:47
232,Trotoar Gang Melati banyak ubin pecah sangat tidak nyaman dilalui,Trotoar,Jakarta Pusat,Sedang,2025-02-25 06:40:13
233,Kondisi taman Jalan Mangga Dua sangat memperihatinkan rusak total perlu penanganan segera,Taman,Jakarta Timur,Berat,2025-05-22 02:10:15
234,Jalan Jalan Panjang rusak dengan lubang berdiameter 20 cm sudah 2 minggu belum diperbaiki,Jalan,Jakarta Selatan,Sedang,2025-03-18 02:10:00
235,Lampu jalan Jalan TB Simatupang cahayanya mulai memudar,Lampu Jalan,Jakarta Selatan,Ringan,2025-07-15 22:38:30
236,Got di Jalan Panjang mulai penuh lumpur perlu dikeruk,Drainase,Jakarta Pusat,Ringan,2025-05-02 07:18:45
237,Taman Jalan Haji Nawi perlu pembersihan ringan daun daun berguguran,Taman,Jakarta Utara,Ringan,2025-05-23 14:04:43
238,Saluran drainase di Jalan Warung Buncit rusak bikin air tergenang,Drainase,Jakarta Timur,Sedang,2025-04-30 08:50:50
239,Drainase Jalan Gunung Sahari tidak berfungsi banjir setinggi lutut di pemukiman,Drainase,Jakarta Barat,Berat,2025-11-19 21:51:59
240,Kerusakan trotoar Jalan Daan Mogot sangat parah ada lubang besar mengancam keselamatan,Trotoar,Jakarta Timur,Berat,2025-04-14 03:34:14
241,Tiang lampu jalan di Jalan Panjang miring cukup parah perlu segera diperbaiki,Lampu Jalan,Jakarta Pusat,Sedang,2025-11-05 08:52:09
242,Trotoar Jalan Cengkareng ambles di beberapa titik berbahaya pejalan kaki,Trotoar,Jakarta Utara,Sedang,2025-02-02 05:50:19
243,Trotoar Jalan Panjang rusak parah pejalan kaki terpaksa jalan di badan jalan,Trotoar,Jakarta Utara,Sedang,2025-10-24 18:58:18
244,Beberapa kabel fiber di Jalan Meruya putus menyebabkan area mati sinyal,Kabel Fiber,Jakarta Pusat,Sedang,2025-08-04 14:44:19
245,Lampu jl Jalan Pramuka casing nya sedikit retak tapi masih menyala,Lampu Jalan,Jakarta Pusat,Ringan,2025-12-13 08:32:34
246,Terdapat lubang snagat besar di jalan Jalan TB Simatupang membahayakan pengendara warga sekitar sudah mengeluh,Jalan,Jakarta Pusat,Berat,2025-08-15 02:38:02
247,Kabel fiber di Jalan Pluit putus menyebabkan gangguan internet warga,Kabel Fiber,Jakarta Selatan,Sedang,2025-07-24 10:38:16
248,Instalasi kabel fiber Jalan Ahmad Yani hancur total akibat tertimpa pohon besar tumbang,Kabel Fiber,Jakarta Barat,Berat,2025-01-03 07:43:53
249,Trotoar Jalan Daan Mogot berlubang dan berbahaya bagi pejalan kaki,Trotoar,Jakarta Utara,Sedang,2025-10-19 00:48:43
250,Fasilitas taman Gang Dahlia banyak yang rusak perlu diperbaiki,Taman,Jakarta Timur,Sedang,2025-05-19 01:48:48
251,Kabel fiber di tiang Jalan Otista terlihat longgar,Kabel Fiber,Jakarta Utara,Ringan,2025-03-16 16:41:28
252,Drainase Jalan Pluit tidak berfungsi dan menyebabkan banjir kecil,Drainase,Jakarta Selatan,Sedang,2025-05-06 18:27:40
253,Ubin trotoar Jalan Casablanca banyak yang hilang meninggalkan lubang,Trotoar,Jakarta Timur,Sedang,2025-08-03 15:22:26
254,Terdapat lubang sangat besar di jalan Jalan Panjang membahayakan pengendara,Jalan,Jakarta Timur,Berat,2025-06-11 21:06:54
255,Penyangga jembatan Jalan Pangeran Jayakarta terlihat retak perlu inspeksi,Jembatan,Kepulauan Seribu,Sedang,2025-03-11 13:44:31
256,Kabel fiber Jalan Warung Buncit putus dan terurai berbahaya berpotensi menyetrum warga,Kabel Fiber,Jakarta Utara,Berat,2025-05-22 12:52:48
257,Saluran air taman Jalan Mangga Dua mampet menyebabkan genangan,Taman,Jakarta Selatan,Sedang,2025-09-02 14:05:20
258,Instalasi kabel fiber di Jalan Ahmad Yani rusak dan mengganggu layanan,Kabel Fiber,Jakarta Selatan,Sedang,2025-05-11 03:49:25
259,Jembatan Jalan TB Simatupang patah di bagian tengah sangat bhs darurat,Jembatan,Jakarta Selatan,Berat,2025-09-27 00:42:55
260,Tiang kabel fiber di Jalan Warung Buncit roboh menimpa kendaraan yang lewat,Kabel Fiber,Jakarta Pusat,Berat,2025-09-15 13:03:12
261,Ada sedikit sampah di area taman Jalan Gajah Mada,Taman,Jakarta Pusat,Ringan,2025-09-12 19:48:31
262,Saluran got Jalan Haji Nawi hancur total menyebabkan banjir besar ini sudah lama dibiarkan,Drainase,Jakarta Timur,Berat,2025-11-15 01:13:17
263,Sebagian besar trotoar Jalan Kebon Jeruk rusak dan tidak layak digunakan,Trotoar,Jakarta Utara,Sedang,2025-09-05 09:28:56
264,Jalan Jalan Sudirman berlubang cukup dalam sekitar 25 cm,Jalan,Jakarta Pusat,Sedang,2025-12-16 03:01:40
265,Pagar taman Jalan Gajah Mada rusak di beberapa bagian,Taman,Jakarta Barat,Sedang,2025-10-26 07:45:10
266,Jembatan Jalan Hayam Wuruk ada sedikit kerusakan minor di permukaan,Jembatan,Jakarta Selatan,Ringan,2025-05-18 00:35:26
267,Trotoar Jalan Warung Buncit berlubang dan berbahaya bagi pejalan kaki,Trotoar,Jakarta Timur,Sedang,2025-02-08 03:29:07
268,Got besar di Jalan Haji Nawi amblas menyebabkan jalan ikut rusak,Drainase,Jakarta Selatan,Berat,2025-11-27 04:31:59
269,Tiang lampu jaln Jalan Raya Bekasi patah miring hampir jatuh ke jalan,Lampu Jalan,Jakarta Pusat,Berat,2025-12-10 16:45:17
270,Drainase Gang Mawar tersumbat menyebabkan genangan air saat hujan,Drainase,Kepulauan Seribu,Sedang,2025-07-27 15:30:15
271,Seluruh jaringan kabel fiber di Jalan Daan Mogot putus total tidak ada sinyal,Kabel Fiber,Kepulauan Seribu,Berat,2025-08-18 04:24:12
272,Kabel fiber di Jalan Panjang putus menyebabkan gangguan internet warga,Kabel Fiber,Kepulauan Seribu,Sedang,2025-10-17 23:56:08
273,Lubang besar di jalan Jalan Cengkareng sangat berbahaya bisa menyebabkan kecelakaan,Jalan,Jakarta Utara,Berat,2025-02-09 13:21:59
274,Kabel fiber Jalan Panjang menyebabkan kebakaran karena korsleting parah,Kabel Fiber,Jakarta Utara,Berat,2025-09-09 00:18:46
275,jln Jalan Mangga Dua berlubang cukup dalam sekitar 50 cm,Jalan,Jakarta Utara,Sedang,2025-05-27 18:37:42
276,Tutup got di Jalan Muara Baru hilang berbahaya bagi pejalan kaki,Drainase,Jakarta Utara,Sedang,2025-08-28 04:28:34
277,Kerusakan jalan di Jalan Meruya cukup parah ada beberapa lubang,Jalan,Jakarta Pusat,Sedang,2025-08-12 10:35:48
278,Kabel fiber di Jalan Ahmad Yani sedikit kendur perlu dikencangkan,Kabel Fiber,Jakarta Pusat,Ringan,2025-09-13 14:59:20
279,Jalan Jalan Haji Nawi tidak rata dan berlubang menyebabkan kendaraan oleng,Jalan,Jakarta Barat,Sedang,2025-04-23 07:36:24
280,Terdapat lubang sedang di jalan Jalan Raya Pasar Minggu yang mengganggu kendaraan,Jalan,Jakarta Timur,Sedang,2025-04-28 13:02:20
281,Kondisi trotoar Jalan Ciledug Raya cukup memprihatinkan banyak kerusakan merata,Trotoar,Jakarta Barat,Sedang,2025-12-16 22:58:51
282,Sebagian besar trotoar Jalan Kebon Jeruk rusak dan tidak layak digunakan,Trotoar,Jakarta Pusat,Sedang,2025-07-13 21:50:52
283,Penyangga jembatan Jalan Mangga Dua terlihat retak perlu inspeksi,Jembatan,Jakarta Utara,Sedang,2025-11-05 15:02:08
284,Lantai jembatan Jalan Panjang berlubang berbahaya bagi kendaraan,Jembatan,Jakarta Pusat,Sedang,2025-09-19 10:55:06
285,Jembatan Jalan Sisingamangaraja ada sedikit getaran saat dilalui kendaraan berat,Jembatan,Kepulauan Seribu,Ringan,2025-08-04 16:58:29
286,Got di jl Raya Pasar Minggu mulai penuh lumpur perlu dikeruk,Drainase,Jakarta Barat,Ringan,2025-01-24 04:26:55
287,Beton jembatan Gang Melati retak ringan di bagian pinggir,Jembatan,Jakarta Pusat,Ringan,2025-11-05 02:30:50
288,Taman Jalan Warung Buncit agak gersang perlu penambahan tanaman anak anak sering lewat sini,Taman,Kepulauan Seribu,Ringan,2025-05-11 19:44:25
289,Kabel fiber Jalan Hayam Wuruk menyebabkan kebakaran karena korsleting parah,Kabel Fiber,Jakarta Pusat,Berat,2025-11-03 10:54:43
290,Jalan Jalan Pramuka tidak rata dan berlubang menyebabkan kendaraan oleng,Jalan,Kepulauan Seribu,Sedang,2025-09-13 10:40:45
291,Laporan: Dua lampu jalan di Jalan Raya Pasar Minggu mati sudah seminggu belum diperbaiki,Lampu Jalan,Jakarta Utara,Sedang,2025-08-28 17:02:39
292,Pohon tumbang besar di taman jl Pluit sangat membahayakan warga sekitar,Taman,Jakarta Utara,Berat,2025-02-08 20:43:58
293,Instalasi kabel fiber Gang Dahlia kurang rapi mengganggu estetika,Kabel Fiber,Kepulauan Seribu,Ringan,2025-05-08 23:05:27
294,Taman Jalan Hayam Wuruk rsak berat akibat vandalisme parah butuh renovasi total,Taman,Jakarta Pusat,Berat,2025-02-25 20:45:55
295,Jalan Jalan Ahmad Yani amblas dalam dan lebar sangat mengancam keselamatan,Jalan,Kepulauan Seribu,Berat,2025-02-15 05:44:19
296,Jembatan Jalan Sudirman retak parah dan sagnat berbahaya harus ditutup...,Jembatan,Jakarta Pusat,Berat,2025-01-02 10:50:03
297,Trotoar Jalan Hayam Wuruk hancur total tidak bisa digunakan pejalan kaki sama sekali,Trotoar,Jakarta Utara,Berat,2025-05-12 11:27:09
298,Bunga di taman Jalan Cengkareng layu karena kurang air,Taman,Jakarta Barat,Ringan,2025-04-17 13:36:43
299,Beberapa pot tanaman di taman jln Rasuna Said retak kecil,Taman,Kepulauan Seribu,Ringan,2025-03-06 05:05:39
300,Trotoar Gang Dahlia runtuh dan menimbulkan lubang besar di pinggir jalan,Trotoar,Jakarta Barat,Berat,2025-07-20 21:15:31
301,Drainase Jalan Cengkareng rusak berat banjir menggenangi rumah warga,Drainase,Jakarta Utara,Berat,2025-10-05 07:29:40
302,Aspal jalan Jalan Kebon Jeruk retak ringan di beberapa titik,Jalan,Jakarta Barat,Ringan,2025-05-15 08:42:00
303,Jembatan Jalan Raya Kembangan kondisi memperihatinkan perlu diperbaiki secepatnya,Jembatan,Jakarta Utara,Sedang,2025-08-29 09:43:34
304,Tutup got di Jalan Gunung Sahari hilang berbahya bagi pejalan kaki,Drainase,Jakarta Pusat,Sedang,2025-03-03 14:22:37
305,Trotoar Jalan Otista ada satu dua ubin yang goyang sedikit berbahaya,Trotoar,Jakarta Utara,Ringan,2025-05-21 13:44:16
306,Lampu jalan Jalan Sudirman mati total sudah beberapa hari tidak diperbaiki,Lampu Jalan,Jakarta Barat,Sedang,2025-08-28 09:12:24
307,Kerusakan trotoar Jalan Cengkareng sangat parah ada lubang besar mengancam keselamatan,Trotoar,Jakarta Selatan,Berat,2025-08-04 07:24:36
308,Tiang lampu jalan Jalan Hayam Wuruk roboh sangat berbahaya menghalangi jalan,Lampu Jalan,Jakarta Timur,Berat,2025-06-19 09:44:18
309,Got besar di Jalan Ciledug Raya amblas menyebabkan jalan ikut rusak,Drainase,Jakarta Timur,Berat,2025-01-27 21:25:17
310,Kerusakan parah di jalan Jalan Pramuka kendaraan harus memutar jalan,Jalan,Jakarta Pusat,Berat,2025-01-19 21:49:47
311,Jalan Gang Melati rusak sangat parah ada lubang besar mengancam jiwa,Jalan,Jakarta Utara,Berat,2025-01-30 19:47:31
312,Pohon besar di taman Jalan Gajah Mada tumbang dan merusak fasilitas sekitar,Taman,Jakarta Pusat,Berat,2025-05-25 07:38:51
313,Sistem drainase Jalan Mangga Dua kolaps total banjir mengancam pemukiman warga,Drainase,Jakarta Utara,Berat,2025-06-08 20:12:39
314,Saluran got Jalan Pluit hancur total menyebabkan banjir besar,Drainase,Jakarta Barat,Berat,2025-05-22 23:49:42
315,Retakan halus di aspal jalan Jalan Raya Kembangan perlu perhatian,Jalan,Jakarta Utara,Ringan,2025-11-27 04:40:06
316,Taman Jalan Casablanca rumputnya sudah panjang perlu dipotong,Taman,Jakarta Barat,Ringan,2025-11-21 01:19:50
317,Satu bundel kabel fiber di jln Pluit terlepas dari pengikat tiang,Kabel Fiber,Jakarta Selatan,Ringan,2025-08-02 18:23:46
318,Taman Jalan Muara Baru rumputnya sudah panjang perlu dipotong,Taman,Jakarta Utara,Ringan,2025-03-03 09:20:47
319,Tanaman hias di taman Jalan Gajah Mada perlu perawatan rutin,Taman,Jakarta Barat,Ringan,2025-07-06 06:08:50
320,Lampu jalan Jalan Daan Mogot casing nya sedikit retak tapi masih menyala,Lampu Jalan,Jakarta Barat,Ringan,2025-09-29 11:33:32
321,Rel pagar jembatan di Jalan Gajah Mada berkarat perlu perawatan,Jembatan,Kepulauan Seribu,Ringan,2025-05-27 05:16:58
322,Taman Jalan Pramuka kondisi sangat kritis semua tanaman mati dan fasilitas hancur,Taman,Jakarta Selatan,Berat,2025-08-31 09:47:55
323,Tanaman hias di tman Jalan Warung Buncit perlu perawatan rutin,Taman,Jakarta Pusat,Ringan,2025-06-26 03:29:04
324,Jalan Jalan Pangeran Jayakarta amblas sedikit dan berlubang,Jalan,Jakarta Barat,Sedang,2025-03-25 07:55:43
325,Kabel fiber di Jalan Daan Mogot rusak parah akibat korsleting,Kabel Fiber,Kepulauan Seribu,Sedang,2025-12-22 12:54:51
326,Pemasangan kabel fiber di Jalan Mangga Dua tidak rapi menggantung rendah,Kabel Fiber,Jakarta Barat,Ringan,2025-09-12 02:50:25
327,Saluran got di Jalan Sisingamangaraja mampet total air meluap ke jalan,Drainase,Jakarta Selatan,Sedang,2025-01-09 17:07:29
328,Trotoar Jalan Gatot Subroto ada retakan tipis di beberapa bagian,Trotoar,Kepulauan Seribu,Ringan,2025-06-22 23:43:16
329,Banjir merendam taman Jalan Sisingamangaraja semua tanaman dan fasilitas rusak parah,Taman,Jakarta Pusat,Berat,2025-10-13 20:23:06
330,Jembatan Jalan Casablanca bergetar berlebihan saat dilalui kendaraan,Jembatan,Jakarta Timur,Sedang,2025-11-08 15:01:39
331,Trotoar Gang Dahlia perlu pengecatan ulang marka sudah pudar,Trotoar,Kepulauan Seribu,Ringan,2025-09-11 19:14:41
332,Jalan Jalan Haji Nawi amblas parah dan sngat bhs bagi pengendara,Jalan,Jakarta Pusat,Berat,2025-02-21 14:58:44
333,Lampu jalan Jalan TB Simatupang cahayanya mulai memudar,Lampu Jalan,Jakarta Timur,Ringan,2025-05-21 13:07:08
334,Saluran air Gang Dahlia tersumbat dan bau tidak sedap menyebar,Drainase,Jakarta Barat,Sedang,2025-01-31 01:19:31
335,Kabel fiber di Jalan Hayam Wuruk putus menyebabkan gangguan internet warga,Kabel Fiber,Jakarta Utara,Sedang,2025-02-04 07:56:34
336,Badan jalan Jalan Raya Kembangan ambles sangat berbahaya terutama malam hari,Jalan,Jakarta Barat,Berat,2025-03-13 14:23:42
337,Tiang lampu jalan Jalan Raya Kembangan roboh sangat berbahaya menghalangi jalan,Lampu Jalan,Jakarta Utara,Berat,2025-12-23 17:26:37
338,Ada kabel fiber di Jalan Haji Nawi yang pengikatnya lepas,Kabel Fiber,Jakarta Selatan,Ringan,2025-12-24 04:56:26
339,Lampu jalan Gang Dahlia sering konslet buat mati berulang samping pom bensin,Lampu Jalan,Jakarta Barat,Sedang,2025-11-04 15:39:26
340,Tempat duduk di taman Gang Mawar hampir semua rusak tidak layak,Taman,Jakarta Timur,Sedang,2025-05-02 22:23:13
341,Lampu taman di Gang Anggrek mati sehingga taman gelap malam hari,Taman,Kepulauan Seribu,Sedang,2025-08-15 07:54:23
342,Taman Gang Anggrek banyak vandalisme coretan di fasilitas umum,Taman,Jakarta Utara,Sedang,2025-02-22 11:34:57
343,Jalan Jalan Pluit hancur total akibat banjir membahayakan warga,Jalan,Jakarta Barat,Berat,2025-11-12 01:25:17
344,Taman Jalan Warung Buncit banyak vandalisme coretan di fasilitas umum,Taman,Jakarta Timur,Sedang,2025-04-04 14:05:42
345,Taman Jalan Raya Bekasi ga bisa digunakan semua infrastruktur rusak berat,Taman,Jakarta Selatan,Berat,2025-04-21 20:38:01
346,Trotoar Jalan Hayam Wuruk berlubag dan berbahaya bagi pejalan kaki,Trotoar,Jakarta Timur,Sedang,2025-01-26 10:15:08
347,Satu lampu jalan di Jalan Panjang berkedip tidak stabil,Lampu Jalan,Jakarta Utara,Ringan,2025-10-07 02:53:48
348,Taman Jalan Pangeran Jayakarta kondisi banget kritis semua tanaman mati dan fasilitas hancur,Taman,Jakarta Barat,Berat,2025-09-07 18:13:52
349,Jalan Jalan Raya Bekasi berlubang cukup dalam sekitar 20 cm,Jalan,Jakarta Barat,Sedang,2025-04-11 04:50:57
350,Beton jembatan Jalan Cengkareng retak ringan di bagian pinggir,Jembatan,Jakarta Timur,Ringan,2025-10-01 08:54:09
351,Saluran got Jalan Pangeran Jayakarta mulai menyempit karena endapan,Drainase,Jakarta Pusat,Ringan,2025-03-18 08:51:11
352,Bangku tman di Jalan Otista rusa dan tidak bisa digunakan,Taman,Jakarta Selatan,Sedang,2025-02-22 00:08:00
353,Drainase Jalan TB Simatupang rusak berat banjir menggenangi rumah warga,Drainase,Jakarta Barat,Berat,2025-06-26 07:37:20
354,Trotoar Jalan Panjang rusak berat ada yang ambles ke saluran drainase bawahnya,Trotoar,Jakarta Pusat,Berat,2025-01-06 08:03:08
355,Bunga di taman Jalan Sudirman layu karena kurang air,Taman,Jakarta Barat,Ringan,2025-12-14 16:07:47
356,Jalan Jalan Gajah Mada retak kecil akibat cuaca panas,Jalan,Jakarta Pusat,Ringan,2025-02-16 14:49:23
357,Got pinggir jalan Jalan TB Simatupang ada sampah plastik menyumbat sedikit,Drainase,Jakarta Timur,Ringan,2025-09-19 03:28:32
358,Permukaan jalan Jalan Raya Bekasi bergelombang dan berlubang,Jalan,Jakarta Barat,Sedang,2025-04-20 01:46:50
359,Tutup got di Jalan Gunung Sahari hilang berbahaya bagi pejalan kaki,Drainase,Jakarta Utara,Sedang,2025-11-17 09:29:41
