deskripsi_laporan,jenis_infrastruktur,kota_administrasi,tingkat_kerusakan,date_laporan,tingkat_kerusakan_encoded
kabel fiber jalan rasuna said sedikit terkelupas di bagian sambungan,kabel fiber,kepulauan seribu,ringan,2025-08-09 23:37:48,0
kondisi taman jalan otista sangat memperihatinkan rusak total perlu penanganan segera,taman,jakarta barat,berat,2025-09-20 09:06:53,2
paving trotoar jalan raya kembangan warnanya pudar perlu perawatan samping pom bensin,trotoar,jakarta selatan,ringan,2025-04-10 07:23:11,0
kabel fiber gang anggrek melendut ke bawah perlu dirapikan,kabel fiber,kepulauan seribu,ringan,2025-05-01 22:34:08,0
permukaan trotoar jalan fatmawati sedikit tidak rata,trotoar,jakarta barat,ringan,2025-05-02 01:35:18,0
jembatan jalan mangga dua hampir roboh sagnat mengancam keselamatan jiwa tolong segera ditangani,jembatan,jakarta timur,berat,2025-12-31 04:40:55,2
pondasi jembatan gang mawar amblas darurat harus segera dievakuasi,jembatan,jakarta pusat,berat,2025-08-04 00:36:18,2
kabel fiber jl pluit sedikit terkelupas di bagian sambungan,kabel fiber,jakarta selatan,ringan,2025-08-16 14:21:11,0
badan jalan jalan meruya ambles sangat berbahaya terutama malam hari,jalan,jakarta utara,berat,2025-01-09 15:07:52,2
jembatan jalan cengkareng ada sedikit getaran saat dilalui kendaraan berat,jembatan,jakarta utara,ringan,2025-02-13 15:04:36,0
jalur pejalan kaki di taman jalan pramuka rusak dan berlubang,taman,jakarta utara,sedang,2025-11-22 01:09:09,1
jalur kabel fiber di jalan pramuka tidak tertata dengan baik,kabel fiber,jakarta selatan,ringan,2025-10-31 09:05:15,0
lampu jalan di gang jalan raya kembangan kurang terang perlu perhatian,lampu jalan,kepulauan seribu,ringan,2025-02-18 13:38:38,0
paving trotoar jalan raya kembangan warnanya pudar perlu perawatan mohon segera ditindaklanjuti,trotoar,kepulauan seribu,ringan,2025-10-08 16:24:28,0
jembatan jalan panjang ada sedikit getaran saat dilalui kendaraan berat,jembatan,jakarta selatan,ringan,2025-08-10 18:27:19,0
trotoar jalan raya kembangan banyak ubin pecah sangat tidak nyaman dilalui,trotoar,kepulauan seribu,sedang,2025-10-20 01:39:47,1
trotoar gang melati banyak ubin pecah sangat tidak nyaman dilalui,trotoar,jakarta pusat,sedang,2025-02-25 06:40:13,1
kondisi taman jalan mangga dua sangat memperihatinkan rusak total perlu penanganan segera,taman,jakarta timur,berat,2025-05-22 02:10:15,2
jalan jalan panjang rusak dengan lubang berdiameter 20 cm sudah 2 minggu belum diperbaiki,jalan,jakarta selatan,sedang,2025-03-18 02:10:00,1
lampu jalan jalan tb simatupang cahayanya mulai memudar,lampu jalan,jakarta selatan,ringan,2025-07-15 22:38:30,0
got di jalan panjang mulai penuh lumpur perlu dikeruk,drainase,jakarta pusat,ringan,2025-05-02 07:18:45,0
taman jalan haji nawi perlu pembersihan ringan daun daun berguguran,taman,jakarta utara,ringan,2025-05-23 14:04:43,0
saluran drainase di jalan warung buncit rusak bikin air tergenang,drainase,jakarta timur,sedang,2025-04-30 08:50:50,1
drainase jalan gunung sahari tidak berfungsi banjir setinggi lutut di pemukiman,drainase,jakarta barat,berat,2025-11-19 21:51:59,2
kerusakan trotoar jalan daan mogot sangat parah ada lubang besar mengancam keselamatan,trotoar,jakarta timur,berat,2025-04-14 03:34:14,2
tiang lampu jalan di jalan panjang miring cukup parah perlu segera diperbaiki,lampu jalan,jakarta pusat,sedang,2025-11-05 08:52:09,1
trotoar jalan cengkareng ambles di beberapa titik berbahaya pejalan kaki,trotoar,jakarta utara,sedang,2025-02-02 05:50:19,1
trotoar jalan panjang rusak parah pejalan kaki terpaksa jalan di badan jalan,trotoar,jakarta utara,sedang,2025-10-24 18:58:18,1
beberapa kabel fiber di jalan meruya putus menyebabkan area mati sinyal,kabel fiber,jakarta pusat,sedang,2025-08-04 14:44:19,1
lampu jl jalan pramuka casing nya sedikit retak tapi masih menyala,lampu jalan,jakarta pusat,ringan,2025-12-13 08:32:34,0
terdapat lubang snagat besar di jalan jalan tb simatupang membahayakan pengendara warga sekitar sudah mengeluh,jalan,jakarta pusat,berat,2025-08-15 02:38:02,2
kabel fiber di jalan pluit putus menyebabkan gangguan internet warga,kabel fiber,jakarta selatan,sedang,2025-07-24 10:38:16,1
instalasi kabel fiber jalan ahmad yani hancur total akibat tertimpa pohon besar tumbang,kabel fiber,jakarta barat,berat,2025-01-03 07:43:53,2
trotoar jalan daan mogot berlubang dan berbahaya bagi pejalan kaki,trotoar,jakarta utara,sedang,2025-10-19 00:48:43,1
fasilitas taman gang dahlia banyak yang rusak perlu diperbaiki,taman,jakarta timur,sedang,2025-05-19 01:48:48,1
kabel fiber di tiang jalan otista terlihat longgar,kabel fiber,jakarta utara,ringan,2025-03-16 16:41:28,0
drainase jalan pluit tidak berfungsi dan menyebabkan banjir kecil,drainase,jakarta selatan,sedang,2025-05-06 18:27:40,1
ubin trotoar jalan casablanca banyak yang hilang meninggalkan lubang,trotoar,jakarta timur,sedang,2025-08-03 15:22:26,1
terdapat lubang sangat besar di jalan jalan panjang membahayakan pengendara,jalan,jakarta timur,berat,2025-06-11 21:06:54,2
penyangga jembatan jalan pangeran jayakarta terlihat retak perlu inspeksi,jembatan,kepulauan seribu,sedang,2025-03-11 13:44:31,1
kabel fiber jalan warung buncit putus dan terurai berbahaya berpotensi menyetrum warga,kabel fiber,jakarta utara,berat,2025-05-22 12:52:48,2
saluran air taman jalan mangga dua mampet menyebabkan genangan,taman,jakarta selatan,sedang,2025-09-02 14:05:20,1
instalasi kabel fiber di jalan ahmad yani rusak dan mengganggu layanan,kabel fiber,jakarta selatan,sedang,2025-05-11 03:49:25,1
jembatan jalan tb simatupang patah di bagian tengah sangat bhs darurat,jembatan,jakarta selatan,berat,2025-09-27 00:42:55,2
tiang kabel fiber di jalan warung buncit roboh menimpa kendaraan yang lewat,kabel fiber,jakarta pusat,berat,2025-09-15 13:03:12,2
ada sedikit sampah di area taman jalan gajah mada,taman,jakarta pusat,ringan,2025-09-12 19:48:31,0
saluran got jalan haji nawi hancur total menyebabkan banjir besar ini sudah lama dibiarkan,drainase,jakarta timur,berat,2025-11-15 01:13:17,2
sebagian besar trotoar jalan kebon jeruk rusak dan tidak layak digunakan,trotoar,jakarta utara,sedang,2025-09-05 09:28:56,1
jalan jalan sudirman berlubang cukup dalam sekitar 25 cm,jalan,jakarta pusat,sedang,2025-12-16 03:01:40,1
pagar taman jalan gajah mada rusak di beberapa bagian,taman,jakarta barat,sedang,2025-10-26 07:45:10,1
jembatan jalan hayam wuruk ada sedikit kerusakan minor di permukaan,jembatan,jakarta selatan,ringan,2025-05-18 00:35:26,0
trotoar jalan warung buncit berlubang dan berbahaya bagi pejalan kaki,trotoar,jakarta timur,sedang,2025-02-08 03:29:07,1
got besar di jalan haji nawi amblas menyebabkan jalan ikut rusak,drainase,jakarta selatan,berat,2025-11-27 04:31:59,2
tiang lampu jaln jalan raya bekasi patah miring hampir jatuh ke jalan,lampu jalan,jakarta pusat,berat,2025-12-10 16:45:17,2
drainase gang mawar tersumbat menyebabkan genangan air saat hujan,drainase,kepulauan seribu,sedang,2025-07-27 15:30:15,1
seluruh jaringan kabel fiber di jalan daan mogot putus total tidak ada sinyal,kabel fiber,kepulauan seribu,berat,2025-08-18 04:24:12,2
kabel fiber di jalan panjang putus menyebabkan gangguan internet warga,kabel fiber,kepulauan seribu,sedang,2025-10-17 23:56:08,1
lubang besar di jalan jalan cengkareng sangat berbahaya bisa menyebabkan kecelakaan,jalan,jakarta utara,berat,2025-02-09 13:21:59,2
kabel fiber jalan panjang menyebabkan kebakaran karena korsleting parah,kabel fiber,jakarta utara,berat,2025-09-09 00:18:46,2
jln jalan mangga dua berlubang cukup dalam sekitar 50 cm,jalan,jakarta utara,sedang,2025-05-27 18:37:42,1
tutup got di jalan muara baru hilang berbahaya bagi pejalan kaki,drainase,jakarta utara,sedang,2025-08-28 04:28:34,1
kerusakan jalan di jalan meruya cukup parah ada beberapa lubang,jalan,jakarta pusat,sedang,2025-08-12 10:35:48,1
kabel fiber di jalan ahmad yani sedikit kendur perlu dikencangkan,kabel fiber,jakarta pusat,ringan,2025-09-13 14:59:20,0
jalan jalan haji nawi tidak rata dan berlubang menyebabkan kendaraan oleng,jalan,jakarta barat,sedang,2025-04-23 07:36:24,1
terdapat lubang sedang di jalan jalan raya pasar minggu yang mengganggu kendaraan,jalan,jakarta timur,sedang,2025-04-28 13:02:20,1
kondisi trotoar jalan ciledug raya cukup memprihatinkan banyak kerusakan merata,trotoar,jakarta barat,sedang,2025-12-16 22:58:51,1
sebagian besar trotoar jalan kebon jeruk rusak dan tidak layak digunakan,trotoar,jakarta pusat,sedang,2025-07-13 21:50:52,1
penyangga jembatan jalan mangga dua terlihat retak perlu inspeksi,jembatan,jakarta utara,sedang,2025-11-05 15:02:08,1
lantai jembatan jalan panjang berlubang berbahaya bagi kendaraan,jembatan,jakarta pusat,sedang,2025-09-19 10:55:06,1
jembatan jalan sisingamangaraja ada sedikit getaran saat dilalui kendaraan berat,jembatan,kepulauan seribu,ringan,2025-08-04 16:58:29,0
got di jl raya pasar minggu mulai penuh lumpur perlu dikeruk,drainase,jakarta barat,ringan,2025-01-24 04:26:55,0
beton jembatan gang melati retak ringan di bagian pinggir,jembatan,jakarta pusat,ringan,2025-11-05 02:30:50,0
taman jalan warung buncit agak gersang perlu penambahan tanaman anak anak sering lewat sini,taman,kepulauan seribu,ringan,2025-05-11 19:44:25,0
kabel fiber jalan hayam wuruk menyebabkan kebakaran karena korsleting parah,kabel fiber,jakarta pusat,berat,2025-11-03 10:54:43,2
jalan jalan pramuka tidak rata dan berlubang menyebabkan kendaraan oleng,jalan,kepulauan seribu,sedang,2025-09-13 10:40:45,1
laporan dua lampu jalan di jalan raya pasar minggu mati sudah seminggu belum diperbaiki,lampu jalan,jakarta utara,sedang,2025-08-28 17:02:39,1
pohon tumbang besar di taman jl pluit sangat membahayakan warga sekitar,taman,jakarta utara,berat,2025-02-08 20:43:58,2
instalasi kabel fiber gang dahlia kurang rapi mengganggu estetika,kabel fiber,kepulauan seribu,ringan,2025-05-08 23:05:27,0
taman jalan hayam wuruk rsak berat akibat vandalisme parah butuh renovasi total,taman,jakarta pusat,berat,2025-02-25 20:45:55,2
jalan jalan ahmad yani amblas dalam dan lebar sangat mengancam keselamatan,jalan,kepulauan seribu,berat,2025-02-15 05:44:19,2
jembatan jalan sudirman retak parah dan sagnat berbahaya harus ditutup,jembatan,jakarta pusat,berat,2025-01-02 10:50:03,2
trotoar jalan hayam wuruk hancur total tidak bisa digunakan pejalan kaki sama sekali,trotoar,jakarta utara,berat,2025-05-12 11:27:09,2
bunga di taman jalan cengkareng layu karena kurang air,taman,jakarta barat,ringan,2025-04-17 13:36:43,0
beberapa pot tanaman di taman jln rasuna said retak kecil,taman,kepulauan seribu,ringan,2025-03-06 05:05:39,0
trotoar gang dahlia runtuh dan menimbulkan lubang besar di pinggir jalan,trotoar,jakarta barat,berat,2025-07-20 21:15:31,2
drainase jalan cengkareng rusak berat banjir menggenangi rumah warga,drainase,jakarta utara,berat,2025-10-05 07:29:40,2
aspal jalan jalan kebon jeruk retak ringan di beberapa titik,jalan,jakarta barat,ringan,2025-05-15 08:42:00,0
jembatan jalan raya kembangan kondisi memperihatinkan perlu diperbaiki secepatnya,jembatan,jakarta utara,sedang,2025-08-29 09:43:34,1
tutup got di jalan gunung sahari hilang berbahya bagi pejalan kaki,drainase,jakarta pusat,sedang,2025-03-03 14:22:37,1
trotoar jalan otista ada satu dua ubin yang goyang sedikit berbahaya,trotoar,jakarta utara,ringan,2025-05-21 13:44:16,0
lampu jalan jalan sudirman mati total sudah beberapa hari tidak diperbaiki,lampu jalan,jakarta barat,sedang,2025-08-28 09:12:24,1
kerusakan trotoar jalan cengkareng sangat parah ada lubang besar mengancam keselamatan,trotoar,jakarta selatan,berat,2025-08-04 07:24:36,2
tiang lampu jalan jalan hayam wuruk roboh sangat berbahaya menghalangi jalan,lampu jalan,jakarta timur,berat,2025-06-19 09:44:18,2
got besar di jalan ciledug raya amblas menyebabkan jalan ikut rusak,drainase,jakarta timur,berat,2025-01-27 21:25:17,2
kerusakan parah di jalan jalan pramuka kendaraan harus memutar jalan,jalan,jakarta pusat,berat,2025-01-19 21:49:47,2
jalan gang melati rusak sangat parah ada lubang besar mengancam jiwa,jalan,jakarta utara,berat,2025-01-30 19:47:31,2
pohon besar di taman jalan gajah mada tumbang dan merusak fasilitas sekitar,taman,jakarta pusat,berat,2025-05-25 07:38:51,2
sistem drainase jalan mangga dua kolaps total banjir mengancam pemukiman warga,drainase,jakarta utara,berat,2025-06-08 20:12:39,2
saluran got jalan pluit hancur total menyebabkan banjir besar,drainase,jakarta barat,berat,2025-05-22 23:49:42,2
retakan halus di aspal jalan jalan raya kembangan perlu perhatian,jalan,jakarta utara,ringan,2025-11-27 04:40:06,0
taman jalan casablanca rumputnya sudah panjang perlu dipotong,taman,jakarta barat,ringan,2025-11-21 01:19:50,0
satu bundel kabel fiber di jln pluit terlepas dari pengikat tiang,kabel fiber,jakarta selatan,ringan,2025-08-02 18:23:46,0
taman jalan muara baru rumputnya sudah panjang perlu dipotong,taman,jakarta utara,ringan,2025-03-03 09:20:47,0
tanaman hias di taman jalan gajah mada perlu perawatan rutin,taman,jakarta barat,ringan,2025-07-06 06:08:50,0
lampu jalan jalan daan mogot casing nya sedikit retak tapi masih menyala,lampu jalan,jakarta barat,ringan,2025-09-29 11:33:32,0
rel pagar jembatan di jalan gajah mada berkarat perlu perawatan,jembatan,kepulauan seribu,ringan,2025-05-27 05:16:58,0
taman jalan pramuka kondisi sangat kritis semua tanaman mati dan fasilitas hancur,taman,jakarta selatan,berat,2025-08-31 09:47:55,2
tanaman hias di tman jalan warung buncit perlu perawatan rutin,taman,jakarta pusat,ringan,2025-06-26 03:29:04,0
jalan jalan pangeran jayakarta amblas sedikit dan berlubang,jalan,jakarta barat,sedang,2025-03-25 07:55:43,1
kabel fiber di jalan daan mogot rusak parah akibat korsleting,kabel fiber,kepulauan seribu,sedang,2025-12-22 12:54:51,1
pemasangan kabel fiber di jalan mangga dua tidak rapi menggantung rendah,kabel fiber,jakarta barat,ringan,2025-09-12 02:50:25,0
saluran got di jalan sisingamangaraja mampet total air meluap ke jalan,drainase,jakarta selatan,sedang,2025-01-09 17:07:29,1
trotoar jalan gatot subroto ada retakan tipis di beberapa bagian,trotoar,kepulauan seribu,ringan,2025-06-22 23:43:16,0
banjir merendam taman jalan sisingamangaraja semua tanaman dan fasilitas rusak parah,taman,jakarta pusat,berat,2025-10-13 20:23:06,2
jembatan jalan casablanca bergetar berlebihan saat dilalui kendaraan,jembatan,jakarta timur,sedang,2025-11-08 15:01:39,1
trotoar gang dahlia perlu pengecatan ulang marka sudah pudar,trotoar,kepulauan seribu,ringan,2025-09-11 19:14:41,0
jalan jalan haji nawi amblas parah dan sngat bhs bagi pengendara,jalan,jakarta pusat,berat,2025-02-21 14:58:44,2
lampu jalan jalan tb simatupang cahayanya mulai memudar,lampu jalan,jakarta timur,ringan,2025-05-21 13:07:08,0
saluran air gang dahlia tersumbat dan bau tidak sedap menyebar,drainase,jakarta barat,sedang,2025-01-31 01:19:31,1
kabel fiber di jalan hayam wuruk putus menyebabkan gangguan internet warga,kabel fiber,jakarta utara,sedang,2025-02-04 07:56:34,1
badan jalan jalan raya kembangan ambles sangat berbahaya terutama malam hari,jalan,jakarta barat,berat,2025-03-13 14:23:42,2
tiang lampu jalan jalan raya kembangan roboh sangat berbahaya menghalangi jalan,lampu jalan,jakarta utara,berat,2025-12-23 17:26:37,2
ada kabel fiber di jalan haji nawi yang pengikatnya lepas,kabel fiber,jakarta selatan,ringan,2025-12-24 04:56:26,0
lampu jalan gang dahlia sering konslet buat mati berulang samping pom bensin,lampu jalan,jakarta barat,sedang,2025-11-04 15:39:26,1
tempat duduk di taman gang mawar hampir semua rusak tidak layak,taman,jakarta timur,sedang,2025-05-02 22:23:13,1
lampu taman di gang anggrek mati sehingga taman gelap malam hari,taman,kepulauan seribu,sedang,2025-08-15 07:54:23,1
taman gang anggrek banyak vandalisme coretan di fasilitas umum,taman,jakarta utara,sedang,2025-02-22 11:34:57,1
jalan jalan pluit hancur total akibat banjir membahayakan warga,jalan,jakarta barat,berat,2025-11-12 01:25:17,2
taman jalan warung buncit banyak vandalisme coretan di fasilitas umum,taman,jakarta timur,sedang,2025-04-04 14:05:42,1
taman jalan raya bekasi ga bisa digunakan semua infrastruktur rusak berat,taman,jakarta selatan,berat,2025-04-21 20:38:01,2
trotoar jalan hayam wuruk berlubag dan berbahaya bagi pejalan kaki,trotoar,jakarta timur,sedang,2025-01-26 10:15:08,1
satu lampu jalan di jalan panjang berkedip tidak stabil,lampu jalan,jakarta utara,ringan,2025-10-07 02:53:48,0
taman jalan pangeran jayakarta kondisi banget kritis semua tanaman mati dan fasilitas hancur,taman,jakarta barat,berat,2025-09-07 18:13:52,2
jalan jalan raya bekasi berlubang cukup dalam sekitar 20 cm,jalan,jakarta barat,sedang,2025-04-11 04:50:57,1
beton jembatan jalan cengkareng retak ringan di bagian pinggir,jembatan,jakarta timur,ringan,2025-10-01 08:54:09,0
saluran got jalan pangeran jayakarta mulai menyempit karena endapan,drainase,jakarta pusat,ringan,2025-03-18 08:51:11,0
bangku tman di jalan otista rusa dan tidak bisa digunakan,taman,jakarta selatan,sedang,2025-02-22 00:08:00,1
drainase jalan tb simatupang rusak berat banjir menggenangi rumah warga,drainase,jakarta barat,berat,2025-06-26 07:37:20,2
trotoar jalan panjang rusak berat ada yang ambles ke saluran drainase bawahnya,trotoar,jakarta pusat,berat,2025-01-06 08:03:08,2
bunga di taman jalan sudirman layu karena kurang air,taman,jakarta barat,ringan,2025-12-14 16:07:47,0
jalan jalan gajah mada retak kecil akibat cuaca panas,jalan,jakarta pusat,ringan,2025-02-16 14:49:23,0
got pinggir jalan jalan tb simatupang ada sampah plastik menyumbat sedikit,drainase,jakarta timur,ringan,2025-09-19 03:28:32,0
permukaan jalan jalan raya bekasi bergelombang dan berlubang,jalan,jakarta barat,sedang,2025-04-20 01:46:50,1
tutup got di jalan gunung sahari hilang berbahaya bagi pejalan kaki,drainase,jakarta utara,sedang,2025-11-17 09:29:41,1
trotoar jalan casablanca runtuh dan menimbulkan lubang besar di pinggir jalan,trotoar,kepulauan seribu,berat,2025-01-02 15:54:25,2
jalan jalan tb simatupang rusak dengan lubang berdiameter 2 cm,jalan,jakarta utara,sedang,2025-07-22 03:31:45,1
got di gang melati mulai penuh lumpur perlu dikeruk,drainase,jakarta selatan,ringan,2025-08-03 02:20:38,0
paving trotoar jalan rasuna said warnanya pudar perlu perawatan,trotoar,jakarta selatan,ringan,2025-03-03 04:17:39,0
permukaan jalan jalan raya bekasi bergelombang dan berlubang,jalan,jakarta timur,sedang,2025-11-19 17:45:20,1
jembatan jalan ciledug raya ada sedikit getaran saat dilalui kendaraan berat,jembatan,kepulauan seribu,ringan,2025-07-20 16:18:29,0
